file_name,file_type,label,colors,height,width,img_variance
1753_800px-Puistola_Oulu_20121125,JPG,Art Nouveau architecture,Y,571,800,5018.247160491164
1757_800px-Tuomitalo_Oulu_20111105 2,JPG,Art Nouveau architecture,Y,499,800,1335.970071542634
1757_800px-Tuomitalo_Oulu_20111105,JPG,Art Nouveau architecture,Y,499,800,1335.970071542634
1764_800px-Oulun_Suomalaisen_Yhteiskoulun_lukio_1908_a,jpg,Art Nouveau architecture,N,488,800,1045.6566263000275
1769_786px-Oulun_Yhteislyseo,JPG,Art Nouveau architecture,N,600,786,955.675614472505
1771_800px-Oulun_Suomalaisen_Yhteiskoulun_lukio_1908_c 2,jpg,Art Nouveau architecture,N,495,800,427.3046765074735
1771_800px-Oulun_Suomalaisen_Yhteiskoulun_lukio_1908_c,jpg,Art Nouveau architecture,N,495,800,427.3046765074735
1772_799px-Oulun_Suomalaisen_Yhteiskoulun_lukio_20100109,JPG,Art Nouveau architecture,Y,600,799,6265.397403563244
1799_Cine_Dor%C3%A9,jpg,Art Nouveau architecture,Y,453,636,1766.472727533524
1801_800px-Fachada_del_Cine_Dor%C3%A9_%28Madrid%29,jpg,Art Nouveau architecture,Y,600,800,691.7091683988717
1805_800px-Cine_Dore_Madrid_2008_3,jpg,Art Nouveau architecture,Y,600,800,3940.6653984010413
1808_800px-Madrid_-_Casa_de_Enrique_P%C3%A9rez_Villaamil_-_121212_143815,jpg,Art Nouveau architecture,Y,600,800,6505.604383701132
1816_800px-CasaGallardoMadrid,jpg,Art Nouveau architecture,Y,600,800,6238.075980327827
1817_400px-Casa_Gallardo_%28Madrid%29_03 2,jpg,Art Nouveau architecture,Y,600,400,3682.414552275434
1817_400px-Casa_Gallardo_%28Madrid%29_03,jpg,Art Nouveau architecture,Y,600,400,3682.414552275434
1818_450px-Casa_Gallardo_,jpg,Art Nouveau architecture,Y,600,450,6357.444178775292
1819_767px-Casa_Gallardo,jpg,Art Nouveau architecture,Y,600,767,4714.165115792853
1822_410px-Fachada_de_la_Casa_Gallardo 2,jpg,Art Nouveau architecture,Y,599,410,4775.617741983199
1822_410px-Fachada_de_la_Casa_Gallardo,jpg,Art Nouveau architecture,Y,599,410,4775.617741983199
1826_450px-Street_corner%2C_Plaza_de_Espa%C3%B1a%2C_Madrid 2,JPG,Art Nouveau architecture,Y,600,450,2090.3663775828754
1826_450px-Street_corner%2C_Plaza_de_Espa%C3%B1a%2C_Madrid,JPG,Art Nouveau architecture,Y,600,450,2090.3663775828754
1827_800px-Casa_Gallardo_-_calle_Ferraz%2C_Madrid,JPG,Art Nouveau architecture,Y,492,800,8209.360571084488
1830_800px-Casa_Gallardo_-_03,jpg,Art Nouveau architecture,Y,600,800,4323.770932163873
1831_673px-Casa_Gallardo_%28Madrid%29_01,jpg,Art Nouveau architecture,Y,600,673,3700.497169362705
1832_600px-Casa_Gallardo_-_01,jpg,Art Nouveau architecture,Y,600,600,2225.433443978889
1834_598px-Casa_Gallardo_-_09,jpg,Art Nouveau architecture,Y,600,598,3250.242289984755
1835_800px-Casa_Gallardo_%28Madrid%29_04,jpg,Art Nouveau architecture,Y,578,800,3372.3154520459366
1846_800px-Cementerio_de_la_Almudena,jpg,Art Nouveau architecture,Y,552,800,8899.770306416798
184_800px-%C3%96sterreichische_Postsparkasse_Vienna_Oct,jpg,Art Nouveau architecture,Y,600,800,6557.212243083213
1853_546px-Capilla_del_Cementerio_de_la_Almudena_%28Madrid%29_02 2,jpg,Art Nouveau architecture,Y,600,546,2587.9303388213802
1853_546px-Capilla_del_Cementerio_de_la_Almudena_%28Madrid%29_02,jpg,Art Nouveau architecture,Y,600,546,2587.9303388213802
1864_493px-Capilla_del_Cementerio_de_la_Almudena_%28Madrid%29_01,jpg,Art Nouveau architecture,Y,600,493,2480.7363431438826
1866_498px-Pante%C3%B3n_familia_Zorrilla_Alaber_%28Madrid%29_01 2,jpg,Art Nouveau architecture,Y,599,498,2867.460299192519
1866_498px-Pante%C3%B3n_familia_Zorrilla_Alaber_%28Madrid%29_01,jpg,Art Nouveau architecture,Y,599,498,2867.460299192519
1871_471px-Cementerio_de_la_Almudena_04jul07_02 2,JPG,Art Nouveau architecture,Y,599,471,4394.54058038483
1871_471px-Cementerio_de_la_Almudena_04jul07_02,JPG,Art Nouveau architecture,Y,599,471,4394.54058038483
1878_800px-Palacio_Longoria_%28SGAE%29,JPG,Art Nouveau architecture,Y,600,800,863.9254584610162
1879_800px-Palacio_de_Longoria_-_02,jpg,Art Nouveau architecture,Y,600,800,1961.2011401297668
1887_470px-Palacio_Longoria_%28Madrid%29_03 2,jpg,Art Nouveau architecture,Y,599,470,2216.514684044385
1887_470px-Palacio_Longoria_%28Madrid%29_03,jpg,Art Nouveau architecture,Y,599,470,2216.514684044385
1888_800px-Palacio_Longoria_%28Madrid%29_04,jpg,Art Nouveau architecture,Y,600,800,2304.4475584162324
1892_731px-Palacio_Longoria_%28Madrid%29_01,jpg,Art Nouveau architecture,Y,600,731,2882.634235728875
1895_800px-Palacio_Longoria_%28Madrid%29_16,jpg,Art Nouveau architecture,Y,567,800,2008.177040719509
1897_800px-Palacio_de_Longoria_-_01,jpg,Art Nouveau architecture,Y,600,800,2330.2437090740436
1930_800px-Edificio_de_la_Compa%C3%B1%C3%ADa_Colonial_%28Madrid%29_01,jpg,Art Nouveau architecture,Y,531,800,5586.137442068998
1936_800px-Edificio_de_la_Compa%C3%B1%C3%ADa_Colonial_%28Madrid%29_02,jpg,Art Nouveau architecture,Y,600,800,3092.927832806904
1940_800px-Edificio_de_la_Compa%C3%B1%C3%ADa_Colonial_%28Madrid%29_03,jpg,Art Nouveau architecture,Y,600,800,11097.328685384244
1945_719px-Casa_de_los_Lagartos_%28Madrid%29_05,jpg,Art Nouveau architecture,Y,600,719,1482.4793999238696
1946_671px-Casa_de_los_Lagartos_%28Madrid%29_07,jpg,Art Nouveau architecture,Y,600,671,1554.5715045501806
1947_652px-Casa_de_los_Lagartos_%28Madrid%29_06,jpg,Art Nouveau architecture,Y,599,652,3156.708611631865
1948_478px-Casa_de_los_Lagartos_%28Madrid%29_04 2,jpg,Art Nouveau architecture,Y,600,478,1762.3957920757764
1948_478px-Casa_de_los_Lagartos_%28Madrid%29_04,jpg,Art Nouveau architecture,Y,600,478,1762.3957920757764
1949_470px-Casa_de_los_Lagartos_%28Madrid%29_01,jpg,Art Nouveau architecture,Y,599,470,2959.10942184594
1950_757px-Casa_de_los_Lagartos_%28Madrid%29_09,jpg,Art Nouveau architecture,Y,600,757,2399.706621156867
1987_638px-Casa_dos_Portugueses_%28Madrid%29_08,jpg,Art Nouveau architecture,Y,600,638,4102.6454097848555
2007_800px-27_Quai_Anatole_France,jpg,Art Nouveau architecture,Y,600,800,4607.046336189224
2010_450px-Rue_de_Mogador%2C_18,jpg,Art Nouveau architecture,Y,600,450,12247.423607281631
2020_450px-Rue_du_Renard%2C_12,jpg,Art Nouveau architecture,Y,600,450,15609.07145173295
206_800px-P,jpg,Art Nouveau architecture,Y,600,800,6834.191203840617
2109_769px-Immeuble_art_nouveau_de_Jules_Lavirotte_%C3%A0_Paris_%285510666356%29,jpg,Art Nouveau architecture,Y,600,769,10411.49219555311
218_800px-Postsparkasse_Georg_Koch_Platz_Otto_Wagner,jpg,Art Nouveau architecture,Y,594,800,6339.336437164079
2363_450px-Paris_16_-_Immeubles_Agar_-_10_rue_Agar_-1,JPG,Art Nouveau architecture,Y,600,450,5074.261189883784
2373_450px-Rue_la_fontaine_19-21%2C_02 2,JPG,Art Nouveau architecture,Y,600,450,4463.189920170974
2373_450px-Rue_la_fontaine_19-21%2C_02,JPG,Art Nouveau architecture,Y,600,450,4463.189920170974
2375_800px-Paris_Guimard_17_La_Fontaine,jpg,Art Nouveau architecture,Y,600,800,5833.718450542672
2376_450px-Rue_la_fontaine_19-21%2C_03 2,JPG,Art Nouveau architecture,Y,600,450,3410.7276074839274
2376_450px-Rue_la_fontaine_19-21%2C_03,JPG,Art Nouveau architecture,Y,600,450,3410.7276074839274
2379_433px-Paris_16_-_Immeuble_Agar_19_rue_Jean_de_La_Fontaine_-1 2,JPG,Art Nouveau architecture,Y,599,433,4185.478133155354
2379_433px-Paris_16_-_Immeuble_Agar_19_rue_Jean_de_La_Fontaine_-1,JPG,Art Nouveau architecture,Y,599,433,4185.478133155354
2385_450px-Rue_Reaumur_51 2,JPG,Art Nouveau architecture,Y,600,450,4071.4685337655797
2385_450px-Rue_Reaumur_51,JPG,Art Nouveau architecture,Y,600,450,4071.4685337655797
2387_450px-Rue_Reaumur_51-2 2,JPG,Art Nouveau architecture,Y,600,450,4165.351308806432
2387_450px-Rue_Reaumur_51-2,JPG,Art Nouveau architecture,Y,600,450,4165.351308806432
2389_800px-Si%C3%A8ge_F%C3%A9lix_Potin,jpg,Art Nouveau architecture,Y,600,800,5781.746707371111
23_800px-Agricultural_Society_building%2C_1909_by_arch,jpg,Art Nouveau architecture,Y,554,800,1942.1761085813243
2542_600px-Paris%2C_118_rue_R%C3%A9aumur_-_Fa%C3%A7ade,jpg,Art Nouveau architecture,Y,600,600,4591.07178095923
2544_600px-Paris%2C_116_rue_R%C3%A9aumur%2C_Fa%C3%A7ade,jpg,Art Nouveau architecture,Y,600,600,4385.7399507144
2559_450px-Rue_reaumur_61-3 2,JPG,Art Nouveau architecture,Y,600,450,4064.6072507358695
2559_450px-Rue_reaumur_61-3,JPG,Art Nouveau architecture,Y,600,450,4064.6072507358695
2571_800px-Rue_Reaumur%2C_61,jpg,Art Nouveau architecture,Y,600,800,9602.291871486075
2572_389px-Paris_Immeuble_16_rue_d%27Abbeville_2013_,jpg,Art Nouveau architecture,Y,599,389,4923.360464031788
2573_450px-Rue_Abbeville_16,JPG,Art Nouveau architecture,Y,600,450,7468.047938038371
2578_460px-Immeuble_rue_de_l%27%C3%A9glise_1,jpg,Art Nouveau architecture,Y,600,460,10489.323417644042
2586_800px-ATELIER_CARPEAUX01,JPG,Art Nouveau architecture,Y,600,800,3686.5785952383426
2593_555px-Wohnhaus_Brabanter_Str,jpg,Art Nouveau architecture,Y,600,555,5668.972807235655
2598_450px-Comedia_theather%2C_Cologne_009 2,JPG,Art Nouveau architecture,Y,600,450,3359.4330400120484
2598_450px-Comedia_theather%2C_Cologne_009,JPG,Art Nouveau architecture,Y,600,450,3359.4330400120484
2606_450px-Comedia_theather%2C_Cologne007 2,JPG,Art Nouveau architecture,Y,600,450,3280.840465607901
2606_450px-Comedia_theather%2C_Cologne007,JPG,Art Nouveau architecture,Y,600,450,3280.840465607901
2630_800px-K%C3%B6ln_Neptunbad_1272,JPG,Art Nouveau architecture,Y,548,800,1707.8720487811238
2640_800px-Neptunbad4,JPG,Art Nouveau architecture,Y,600,800,2148.6160363802646
2662_800px-Riga_%2813,JPG,Art Nouveau architecture,Y,533,800,2188.6812844252813
267_800px-Doblinger_Steg_Front,jpg,Art Nouveau architecture,Y,600,800,2021.7378922271757
2701_Rgsl_4 2,jpg,Art Nouveau architecture,Y,480,640,630.3711831401671
2701_Rgsl_4,jpg,Art Nouveau architecture,Y,480,640,630.3711831401671
2702_377px-Edificio_modernista_en_Strelnieku_Iela_6%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_08 2,JPG,Art Nouveau architecture,Y,599,377,2755.636869129489
2702_377px-Edificio_modernista_en_Strelnieku_Iela_6%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_08,JPG,Art Nouveau architecture,Y,599,377,2755.636869129489
2705_450px-Building_in_Riga_4 2,JPG,Art Nouveau architecture,Y,600,450,786.2275754669351
2705_450px-Building_in_Riga_4,JPG,Art Nouveau architecture,Y,600,450,786.2275754669351
2709_800px-Cat_House_Riga02,JPG,Art Nouveau architecture,Y,533,800,2950.8347065562334
270_800px-D%C3%B6blinger_steg,JPG,Art Nouveau architecture,Y,600,800,3588.2691910886115
2711_800px-Cat_House_Riga01,JPG,Art Nouveau architecture,Y,533,800,2846.376286729737
273_800px-Villa_Schmeidler_Seitenansicht,jpg,Art Nouveau architecture,Y,600,800,5574.542084060552
2754_422px-Immeuble_art_nouveau_%28Riga%29_%287567163020%29 2,jpg,Art Nouveau architecture,Y,599,422,7541.756759767201
2754_422px-Immeuble_art_nouveau_%28Riga%29_%287567163020%29,jpg,Art Nouveau architecture,Y,599,422,7541.756759767201
2755_800px-Alberta_iela_2a04,JPG,Art Nouveau architecture,Y,600,800,2144.261410618818
2765_800px-Immeuble_art_nouveau_%28Riga%29_%287573888878%29,jpg,Art Nouveau architecture,Y,594,800,7704.63613513533
2773_450px-Alberta_iela_2a03,JPG,Art Nouveau architecture,Y,600,450,2623.4376266205704
2780_800px-Riga_Art_Nouveau_1,jpg,Art Nouveau architecture,Y,600,800,19253.707647386178
2785_800px-Riga_-_Alberta_Iela_2a%2C_1906,JPG,Art Nouveau architecture,Y,600,800,11183.137588241656
2786_800px-Alberta_iela_2a04,JPG,Art Nouveau architecture,Y,600,800,2144.261410618818
2791_533px-Edificio_modernista_en_Alberta_iela_2a%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_02,JPG,Art Nouveau architecture,Y,600,533,8021.087302185465
2792_450px-Alberta_iela_2a03,JPG,Art Nouveau architecture,Y,600,450,2623.4376266205704
2799_450px-Riga-Jugenstilviertel_Alberta_isla02 2,jpg,Art Nouveau architecture,Y,600,450,4622.761481678061
2799_450px-Riga-Jugenstilviertel_Alberta_isla02,jpg,Art Nouveau architecture,Y,600,450,4622.761481678061
27_524px-Secession_building%2C_2%2CSzczepanski_square%2CKrakow_Old_Town,jpg,Art Nouveau architecture,Y,600,524,2239.8093880831166
2800_450px-Alberta_iela_4_02 2,JPG,Art Nouveau architecture,Y,600,450,2123.200955987488
2800_450px-Alberta_iela_4_02,JPG,Art Nouveau architecture,Y,600,450,2123.200955987488
2803_800px-Alberta_iel%C4%81_4_20120728-02,JPG,Art Nouveau architecture,Y,533,800,8159.339926560927
2820_800px-Rigaartnouveau3,JPG,Art Nouveau architecture,Y,600,800,2276.861369714328
2830_Rgsl_4 2,jpg,Art Nouveau architecture,Y,480,640,630.3711831401671
2830_Rgsl_4,jpg,Art Nouveau architecture,Y,480,640,630.3711831401671
2847_800px-Riga_-_Strelnieku_iela_4a,JPG,Art Nouveau architecture,Y,600,800,4483.19986954046
285_800px-Freytag_%26_Berndt_0221,JPG,Art Nouveau architecture,Y,600,800,2584.5390538273127
2860_711px-Immeuble_art_nouveau_%28Riga%29_%287558512158%29,jpg,Art Nouveau architecture,Y,600,711,11151.432657984315
2868_800px-Riga_-_Elizabetes_Iela_10b%2C_1903,JPG,Art Nouveau architecture,Y,600,800,9785.08608223875
2896_800px-Alberta_iel%C4%81_2_20120728-1,JPG,Art Nouveau architecture,Y,533,800,10443.559161942207
2903_800px-Alberta_iel%C4%81_2_20120728-3,JPG,Art Nouveau architecture,Y,533,800,12272.622196033846
2930_450px-Gr%C3%A4pelweg_12_%28Hamburg-Bergedorf%29,jpg,Art Nouveau architecture,Y,600,450,3653.5732264954177
2930_450px-Gr%C3%A4pelweg_12_%28Hamburg-Bergedorf%29,jpg,Art Nouveau architecture,Y,600,450,3653.5732264954177
2938_419px-Casa_del_Torico_de_nit%2C_Terol,JPG,Art Nouveau architecture,Y,599,419,3259.2578234598222
2939_387px-Terol%2C_casa_del_Torico,JPG,Art Nouveau architecture,Y,600,387,3789.4748845309655
2942_450px-Teruel_-_Casa_de_tejidos_El_Torico 2,jpg,Art Nouveau architecture,Y,600,450,1938.5137849854532
2942_450px-Teruel_-_Casa_de_tejidos_El_Torico,jpg,Art Nouveau architecture,Y,600,450,1938.5137849854532
295_450px-Fleischmarkt_14_v1 2,jpg,Art Nouveau architecture,Y,600,450,5238.343713572779
295_450px-Fleischmarkt_14_v1,jpg,Art Nouveau architecture,Y,600,450,5238.343713572779
2980_600px-F54_Ecole-de-Nancy_Cours-L%C3%A9opold,JPG,Art Nouveau architecture,Y,600,600,7344.853909840515
2981_800px-F54_Nancy_24-26-28rue-Felix-Faure,jpg,Art Nouveau architecture,Y,600,800,4124.1856538192515
2982_400px-La_maison_du_docteur_Paul_Jacques_%28Nancy%29_%284246137354%29 2,jpg,Art Nouveau architecture,Y,600,400,5339.587585334488
2982_400px-La_maison_du_docteur_Paul_Jacques_%28Nancy%29_%284246137354%29,jpg,Art Nouveau architecture,Y,600,400,5339.587585334488
2983_450px-F54_Nancy_Pharmacie-Victor-Jacques,jpg,Art Nouveau architecture,Y,600,450,4744.762824727787
2999_800px-F54_Nancy_immeubles-Lombard-France-Lanord,jpg,Art Nouveau architecture,Y,600,800,5049.8673575490675
3012_800px-Villa_Les_Glycines_Saurupt_Nancy_11-06-2006,jpg,Art Nouveau architecture,Y,533,800,6743.889552832855
3043_746px-Immeuble_art_nouveau_de_France-Lanord_%28Nancy%29_%284244310018%29,jpg,Art Nouveau architecture,Y,600,746,5158.749827677434
3045_450px-Maison_%22Les_Pins%22_de_style_art_nouveau_%28Nancy%29_%287977008944%29 2,jpg,Art Nouveau architecture,Y,600,450,4118.435601569492
3045_450px-Maison_%22Les_Pins%22_de_style_art_nouveau_%28Nancy%29_%287977008944%29,jpg,Art Nouveau architecture,Y,600,450,4118.435601569492
3110_800px-Mus%C3%A9e_de_l%27%C3%89cole_de_Nancy_fa%C3%A7ade,jpg,Art Nouveau architecture,Y,533,800,4054.1621881829174
3116_401px-Villa_art_nouveau_du_parc_de_Saurupt_%28Nancy%29_%284017695272%29 2,jpg,Art Nouveau architecture,Y,599,401,3785.907118627809
3116_401px-Villa_art_nouveau_du_parc_de_Saurupt_%28Nancy%29_%284017695272%29,jpg,Art Nouveau architecture,Y,599,401,3785.907118627809
3117_600px-Nancy%2C_immeuble_52_cours_L%C3%A9opold,JPG,Art Nouveau architecture,Y,600,600,3004.414512397323
3119_450px-Villa_Bergeret_2,jpg,Art Nouveau architecture,Y,600,450,3292.5697135328383
3122_450px-Villa_Bergeret_1 2,jpg,Art Nouveau architecture,Y,600,450,4337.976060638952
3122_450px-Villa_Bergeret_1,jpg,Art Nouveau architecture,Y,600,450,4337.976060638952
3126_800px-Villa_Bergeret_3,jpg,Art Nouveau architecture,Y,599,800,2711.017767590174
312_399px-Palais_des_Beaux_Arts_Wien-3_3805 2,JPG,Art Nouveau architecture,Y,600,399,4923.590349236731
312_399px-Palais_des_Beaux_Arts_Wien-3_3805,JPG,Art Nouveau architecture,Y,600,399,4923.590349236731
3133_800px-F54-Nancy-maison-Weissenburger,jpg,Art Nouveau architecture,Y,600,800,4320.527116855275
3134_800px-Nancy_-_maison_Lucien_Weissenburger_%283%29,jpg,Art Nouveau architecture,Y,568,800,2893.182965038869
3138_450px-Maison_Weissenburger_%28Nancy%2C_boulevard_Charles_V%29,JPG,Art Nouveau architecture,Y,600,450,6292.875443384629
3139_450px-Maison_Weissenburger_de_style_art_nouveau_%28Nancy%29_%288032651284%29,jpg,Art Nouveau architecture,Y,599,450,6867.05572519115
3141_628px-Villa_Lang_Saurupt_Nancy_11-06-2006,jpg,Art Nouveau architecture,Y,600,628,8236.407494507761
35_800px-Caen_Gr%C3%A2ce_de_Dieu_bains_et_lavoirs,JPG,Art Nouveau architecture,Y,552,800,1399.9834564412222
3741_800px-Villa_majorelle,jpg,Art Nouveau architecture,Y,600,800,609.526674648285
3808_600px-Nancy%2C_immeuble_52_cours_L%C3%A9opold 2,JPG,Art Nouveau architecture,Y,600,600,3004.414512397323
3808_600px-Nancy%2C_immeuble_52_cours_L%C3%A9opold,JPG,Art Nouveau architecture,Y,600,600,3004.414512397323
3809_628px-Villa_Lang_Saurupt_Nancy_11-06-2006,jpg,Art Nouveau architecture,Y,600,628,8236.407494507761
3820_746px-Immeuble_art_nouveau_de_France-Lanord_%28Nancy%29_%284244310018%29,jpg,Art Nouveau architecture,Y,600,746,5158.749827677434
3832_800px-F54_Nancy_immeubles-Lombard-France-Lanord,jpg,Art Nouveau architecture,Y,600,800,5049.8673575490675
3834_800px-Villa_Les_Glycines_Saurupt_Nancy_11-06-2006,jpg,Art Nouveau architecture,Y,533,800,6743.889552832855
3837_800px-F54_Nancy_immeubles-Lombard-France-Lanord,jpg,Art Nouveau architecture,Y,600,800,5049.8673575490675
3850_800px-Fa%C3%A7ade_Mus%C3%A9e_de_l%27%C3%89cole_de_Nancy,jpg,Art Nouveau architecture,Y,533,800,6562.267398220612
3872_400px-La_maison_du_docteur_Paul_Jacques_%28Nancy%29_%284246137354%29,jpg,Art Nouveau architecture,Y,600,400,5339.587585334488
3873_800px-F54_Nancy_immeubles-Lombard-France-Lanord,jpg,Art Nouveau architecture,Y,600,800,5049.8673575490675
3875_800px-Villa_art_nouveau_du_parc_de_Saurupt_%28Nancy%29_%284016930711%29,jpg,Art Nouveau architecture,Y,600,800,4196.580232292215
3888_800px-Aquarium_%C3%A9cole_Nancy,jpg,Art Nouveau architecture,Y,533,800,5406.660493173414
3891_506px-Aquarium_de_l%27%C3%89cole_de_Nancy_2,jpg,Art Nouveau architecture,Y,599,506,6159.90128360736
3909_600px-Karlsruhe_HaidNeu8,jpg,Art Nouveau architecture,Y,600,600,3161.987984691289
3911_566px-Karlsruhe_Karstadt_E,jpg,Art Nouveau architecture,Y,599,566,6805.143426301822
3959_427px-Karlsruhe_Christuskirche_01,jpg,Art Nouveau architecture,Y,599,427,4419.388442742518
396_450px-Penzinger_stra%C3%9Fe_40 2,JPG,Art Nouveau architecture,Y,600,450,2680.897690298285
396_450px-Penzinger_stra%C3%9Fe_40,JPG,Art Nouveau architecture,Y,600,450,2680.897690298285
3975_454px-Karlsruhe_Christuskirche_02,jpg,Art Nouveau architecture,Y,599,454,13429.622854495718
3976_800px-Baischstr_0,jpg,Art Nouveau architecture,Y,476,800,5032.618936925506
3978_800px-Karlsruhe_Baischstrasze,jpg,Art Nouveau architecture,Y,600,800,5782.505432461043
3986_800px-Budapest%2C_Teleki_Blanka_Gimn%C3%A1zium,JPG,Art Nouveau architecture,Y,466,800,2710.246998183255
3993_800px-Budapest_Thokoly_46,jpg,Art Nouveau architecture,Y,600,800,2399.585155403101
3999_800px-School_for_people_with_visual_impairment_%28Budapest%29,jpg,Art Nouveau architecture,Y,530,800,3570.0689467225898
4004_800px-Budapest_Gresham_Hotel,jpg,Art Nouveau architecture,Y,600,800,3616.1061566166995
4005_800px-Budapest_four_seasons,jpg,Art Nouveau architecture,Y,418,800,5935.168509721953
4007_800px-BudapestDSCN3829,JPG,Art Nouveau architecture,Y,600,800,2128.8771051197223
4011_800px-Budapestgreshampalace100 2,jpg,Art Nouveau architecture,Y,504,800,557.9152454599256
4011_800px-Budapestgreshampalace100,jpg,Art Nouveau architecture,Y,504,800,557.9152454599256
4018_800px-Gresham_palota,jpg,Art Nouveau architecture,Y,538,800,4651.816660510277
4059_449px-F%C3%B6ldtani_Int%C3%A9zet_%281231,jpg,Art Nouveau architecture,Y,599,449,5807.516677755607
4059_449px-F%C3%B6ldtani_Int%C3%A9zet_%281231,jpg,Art Nouveau architecture,Y,599,449,5807.516677755607
4060_450px-Hungarian_Geological_Inst_14 2,jpg,Art Nouveau architecture,Y,600,450,11627.884001435365
4060_450px-Hungarian_Geological_Inst_14,jpg,Art Nouveau architecture,Y,600,450,11627.884001435365
4061_XIV,jpg,Art Nouveau architecture,Y,413,450,2284.9129875648564
4154_450px-Vakok_int%C3%A9zete,JPG,Art Nouveau architecture,Y,600,450,2270.7473455146705
4155_800px-Budape%C5%A1%C5%A5_1347,jpg,Art Nouveau architecture,Y,600,800,2487.2125826478227
4156_800px-Budape%C5%A1%C5%A5_1349,jpg,Art Nouveau architecture,Y,600,800,2014.7148340888589
4220_800px-Budai_vigado,jpg,Art Nouveau architecture,Y,505,800,3506.877485976862
4221_800px-Budai_Vigad%C3%B3_%2812221,jpg,Art Nouveau architecture,Y,492,800,4883.971280492961
4223_800px-Budai_Vigad%C3%B3_%2812221,jpg,Art Nouveau architecture,Y,597,800,7129.068064202863
4226_796px-Budai_Vigad%C3%B3_%2812221,jpg,Art Nouveau architecture,Y,599,796,4425.68259022059
4227_800px-Budai_Vigad%C3%B3_%2812221,jpg,Art Nouveau architecture,Y,591,800,5858.987547372603
4228_800px-Budai_Vigad%C3%B3_Front_0001,jpg,Art Nouveau architecture,Y,596,800,3136.123515129275
4229_800px-Budai_Vigad%C3%B3_%2812221,jpg,Art Nouveau architecture,Y,594,800,15135.604391403946
4239_562px-Berlin%2C_Mitte%2C_Neue_Schoenhauser_Strasse_19%2C_Wohn-_und_Geschaeftshaus,jpg,Art Nouveau architecture,Y,599,562,5080.740467141916
4242_416px-Berlin-Friedenau%2C_Fregestra%C3%9Fe,jpg,Art Nouveau architecture,Y,600,416,4232.843374707648
4245_800px-Gr%C3%BCnberger_H%C3%B6fe_Berlin,jpg,Art Nouveau architecture,Y,533,800,3594.0976066884955
4255_450px-Jugendstil_Samariterviertel_Berlin_6 2,jpg,Art Nouveau architecture,Y,600,450,1763.125973849834
4255_450px-Jugendstil_Samariterviertel_Berlin_6,jpg,Art Nouveau architecture,Y,600,450,1763.125973849834
4259_656px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_53_%2809045017%29,JPG,Art Nouveau architecture,Y,600,656,1980.3596199565222
4263_453px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_46_%2809045030%29 2,JPG,Art Nouveau architecture,Y,599,453,2478.9961280265898
4263_453px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_46_%2809045030%29,JPG,Art Nouveau architecture,Y,599,453,2478.9961280265898
4267_450px-Jugendstil_Samariterviertel_Berlin_9,jpg,Art Nouveau architecture,Y,600,450,2229.0904522007677
4270_685px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_47_%2809045014%29,JPG,Art Nouveau architecture,Y,600,685,3572.365439310537
4273_467px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_69_%2809010020%29 2,JPG,Art Nouveau architecture,Y,600,467,3866.473226328902
4273_467px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_69_%2809010020%29,JPG,Art Nouveau architecture,Y,600,467,3866.473226328902
4274_734px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_55_%2809045018%29,JPG,Art Nouveau architecture,Y,600,734,3101.604204105863
4280_Jugendstil_Samariterviertel_Berlin_11 2,jpg,Art Nouveau architecture,Y,480,640,1669.0645531466264
4280_Jugendstil_Samariterviertel_Berlin_11,jpg,Art Nouveau architecture,Y,480,640,1669.0645531466264
4281_445px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_71_%2809010021%29,JPG,Art Nouveau architecture,Y,600,445,4589.14934653256
4282_786px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_64-66_%2809045037%29,JPG,Art Nouveau architecture,Y,600,786,1658.0771410437496
4287_533px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_36_%2809045025%29,JPG,Art Nouveau architecture,Y,599,533,1493.8733600283397
4288_800px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_52-54_%2809045033%29,JPG,Art Nouveau architecture,Y,568,800,2985.0593775748075
4289_450px-Jugendstil_Samariterviertel_Berlin_4 2,jpg,Art Nouveau architecture,Y,600,450,899.163403260904
4289_450px-Jugendstil_Samariterviertel_Berlin_4,jpg,Art Nouveau architecture,Y,600,450,899.163403260904
4290_475px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_61_%2809045021%29 2,JPG,Art Nouveau architecture,Y,599,475,2945.1499552259397
4290_475px-Berlin_Friedrichshain_B%C3%A4nschstra%C3%9Fe_61_%2809045021%29,JPG,Art Nouveau architecture,Y,599,475,2945.1499552259397
